form	stem	freq	corpus_size	lemma_freq	lfpm10	llfpm10	form_length	form_syl_count	lemma_length	lemma_syl_count	hunspell	vowels	ending	suffix_vowel	suffix_initial	linking_vowel	suffixes	examples	suffix
szlogenjeik	szlogen	67	8570080167	73259	-1.1069100817571311	1.9318761017045023	11	4	7	2	TRUE	oe	jeik	front	C	NA	-jaik / -jeik	haverjaik, projektjeik	Pl.Poss.3Pl
tandemre	tandem	67	8570080167	10068	-1.1069100817571311	1.0699583224183673	8	3	6	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
ámenné	ámen	67	8570080167	5773	-1.1069100817571311	0.8284166730406731	6	3	4	2	TRUE	áe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
barterrel	barter	66	8570080167	2631	-1.1134409489160892	0.48713596362774514	9	3	6	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
duetthez	duett	66	8570080167	25938	-1.1134409489160892	1.4809516014593376	8	3	5	2	TRUE	ue	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
panellé	panel	66	8570080167	223571	-1.1134409489160892	2.4164305848960708	7	3	5	2	TRUE	ae	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
pollennek	pollen	66	8570080167	29350	-1.1134409489160892	1.5346232211256754	9	3	6	2	TRUE	oe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
rubelhez	rubel	66	8570080167	19855	-1.1134409489160892	1.3648850069419438	8	3	5	2	TRUE	ue	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
rulettről	rulett	66	8570080167	8587	-1.1134409489160892	1.0008565784407637	9	3	6	2	TRUE	ue	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
dojenjei	dojen	65	8570080167	4289	-1.1200715278151023	0.6993711617811154	8	4	5	2	TRUE	oe	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
hotelnál	hotel	65	8570080167	789022	-1.1200715278151023	2.9641042281879626	8	3	5	2	TRUE	oe	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
szonettre	szonett	65	8570080167	11142	-1.1200715278151023	1.1139782696654663	9	3	7	2	TRUE	oe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
vamzerek	vamzer	65	8570080167	516	-1.1200715278151023	-0.22033518283074652	8	3	6	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
pamflettel	pamflet	64	8570080167	4742	-1.1268049104740707	0.7429766651842116	10	3	7	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
brókerről	bróker	63	8570080167	27705	-1.133644335004376	1.509573270037965	9	3	6	2	TRUE	óe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
kofferem	koffer	63	8570080167	7809	-1.133644335004376	0.9596105383709403	8	3	6	2	TRUE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
krapekkal	krapek	63	8570080167	1655	-1.133644335004376	0.2858131136537797	9	3	6	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
kupecet	kupec	63	8570080167	2393	-1.133644335004376	0.4459578141554795	7	3	5	2	TRUE	ue	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
matekunk	matek	63	8570080167	47606	-1.133644335004376	1.7446768078145567	8	3	5	2	TRUE	ae	unk	back	V	u	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
noteszen	notesz	63	8570080167	13921	-1.133644335004376	1.2106855490122028	8	3	6	2	TRUE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
haverról	haver	62	8570080167	165801	-1.140593194959704	2.2866022611361054	8	3	5	2	TRUE	ae	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
klozetba	klozet	62	8570080167	993	-1.140593194959704	0.06396436403742334	8	3	6	2	TRUE	oe	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
raszterre	raszter	62	8570080167	4403	-1.140593194959704	0.7107638010015679	9	3	7	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
rockerré	rocker	62	8570080167	20440	-1.140593194959704	1.3774960070047173	8	3	6	2	FALSE	oe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
sóletnek	sólet	62	8570080167	3255	-1.140593194959704	0.5795661084462529	8	3	5	2	TRUE	óe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
bovdenen	bovden	61	8570080167	1970	-1.1476550494471909	0.3614813417036351	8	3	6	2	TRUE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
bunkerré	bunker	61	8570080167	25691	-1.1476550494471909	1.476796124675244	8	3	6	2	TRUE	ue	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
kábelje	kábel	61	8570080167	287412	-1.1476550494471909	2.5255200123429824	7	3	5	2	TRUE	áe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
pókerbe	póker	61	8570080167	22273	-1.1476550494471909	1.4147938326074063	7	3	5	2	TRUE	óe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
paneled	panel	60	8570080167	223571	-1.1548336340743142	2.4164305848960708	7	3	5	2	TRUE	ae	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
pasztellen	pasztell	60	8570080167	22351	-1.1548336340743142	1.4163120740957438	10	3	8	2	TRUE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
gólembe	gólem	59	8570080167	7937	-1.1621328728158136	0.9666714958476778	7	3	5	2	TRUE	óe	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
karterben	karter	59	8570080167	1181	-1.1621328728158136	0.13926501315555695	9	3	6	2	TRUE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
makettbe	makett	59	8570080167	42231	-1.1621328728158136	1.6926464808727033	8	3	6	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
matekkel	matek	59	8570080167	47606	-1.1621328728158136	1.7446768078145567	8	3	5	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
partneret	partner	59	8570080167	1270201	-1.1621328728158136	3.170887565855278	9	3	7	2	TRUE	ae	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
pufferről	puffer	59	8570080167	21029	-1.1621328728158136	1.3898337365494366	9	3	6	2	TRUE	ue	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
rockerből	rocker	59	8570080167	20440	-1.1621328728158136	1.3774960070047173	9	3	6	2	FALSE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
balekkal	balek	58	8570080167	13062	-1.169556890895021	1.18302479496678	8	3	5	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
klozetot	klozet	58	8570080167	993	-1.169556890895021	0.06396436403742334	8	3	6	2	TRUE	oe	ot	back	V	o	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
kornerrel	korner	58	8570080167	2850	-1.169556890895021	0.5218599755505524	9	3	6	2	TRUE	oe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
mutexet	mutex	58	8570080167	305	-1.169556890895021	-0.448685045111172	7	3	5	2	FALSE	ue	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
mutterja	mutter	58	8570080167	2225	-1.169556890895021	0.41434513085899255	8	3	6	2	TRUE	ue	ja	back	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
pakettek	pakett	58	8570080167	2400	-1.169556890895021	0.4472263572536482	8	3	6	2	TRUE	ae	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
pufferban	puffer	58	8570080167	21029	-1.169556890895021	1.3898337365494366	9	3	6	2	TRUE	ue	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
rollerünk	roller	58	8570080167	22986	-1.169556890895021	1.4284785179087636	9	3	6	2	TRUE	oe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
sameszei	samesz	58	8570080167	2511	-1.169556890895021	0.4668618282549646	8	4	6	2	TRUE	ae	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
szubrettek	szubrett	58	8570080167	1891	-1.169556890895021	0.34370664438708193	10	3	8	2	TRUE	ue	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
tandeme	tandem	58	8570080167	10068	-1.169556890895021	1.0699583224183673	7	3	6	2	TRUE	ae	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
tokenben	token	58	8570080167	15097	-1.169556890895021	1.245905770590949	8	3	5	2	FALSE	oe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
totemnek	totem	58	8570080167	6244	-1.169556890895021	0.8624780099324221	8	3	5	2	TRUE	oe	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
transzfertől	transzfer	58	8570080167	87598	-1.169556890895021	2.0095093061978013	12	3	9	2	TRUE	ae	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
bankettünk	bankett	57	8570080167	10704	-1.1771100287854663	1.09656121596579	10	3	7	2	TRUE	ae	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
burleszkre	burleszk	57	8570080167	3962	-1.1771100287854663	0.6649295867445704	10	3	8	2	TRUE	ue	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
karterbe	karter	57	8570080167	1181	-1.1771100287854663	0.13926501315555695	8	3	6	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
kukkerrel	kukker	57	8570080167	1077	-1.1771100287854663	0.09923081884002372	9	3	6	2	TRUE	ue	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
mutternak	mutter	57	8570080167	2225	-1.1771100287854663	0.41434513085899255	9	3	6	2	TRUE	ue	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
transzferbe	transzfer	57	8570080167	87598	-1.1771100287854663	2.0095093061978013	11	3	9	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
barterbe	barter	56	8570080167	2631	-1.1847968574517571	0.48713596362774514	8	3	6	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
kódexnél	kódex	56	8570080167	122990	-1.1847968574517571	2.156884917051594	8	3	5	2	TRUE	óe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
makettünk	makett	56	8570080167	42231	-1.1847968574517571	1.6926464808727033	9	3	6	2	TRUE	ae	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
noteszből	notesz	56	8570080167	13921	-1.1847968574517571	1.2106855490122028	9	3	6	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
pasztellal	pasztell	56	8570080167	22351	-1.1847968574517571	1.4163120740957438	10	3	8	2	TRUE	ae	val	back	C	a	-val / -vel	haverral, szoftverrel	Ins
poszternél	poszter	56	8570080167	49599	-1.1847968574517571	1.7624880360068378	10	3	7	2	TRUE	oe	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
szlogentől	szlogen	56	8570080167	73259	-1.1847968574517571	1.9318761017045023	10	3	7	2	TRUE	oe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
szoftveret	szoftver	56	8570080167	653676	-1.1847968574517571	2.8823776554889804	10	3	8	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
bunkernak	bunker	55	8570080167	25691	-1.192622194963714	1.476796124675244	9	3	6	2	TRUE	ue	nak	back	C	NA	-nak / -nek	havernak, projektnek	Dat
bunkertől	bunker	55	8570080167	25691	-1.192622194963714	1.476796124675244	9	3	6	2	TRUE	ue	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
dodzsemek	dodzsem	55	8570080167	1848	-1.192622194963714	0.3337170824261301	9	3	7	2	TRUE	oe	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
falzettben	falzett	55	8570080167	591	-1.192622194963714	-0.16139740357670246	10	3	7	2	TRUE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
gólemmé	gólem	55	8570080167	7937	-1.192622194963714	0.9666714958476778	7	3	5	2	TRUE	óe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
kábelon	kábel	55	8570080167	287412	-1.192622194963714	2.5255200123429824	7	3	5	2	TRUE	áe	on	back	V	o	-on / -en	panelon, koncerten	Supe
kódexem	kódex	55	8570080167	122990	-1.192622194963714	2.156884917051594	7	3	5	2	TRUE	óe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
lágerre	láger	55	8570080167	14977	-1.192622194963714	1.242439945332364	7	3	5	2	TRUE	áe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
maketted	makett	55	8570080167	42231	-1.192622194963714	1.6926464808727033	8	3	6	2	TRUE	ae	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
mutterom	mutter	55	8570080167	2225	-1.192622194963714	0.41434513085899255	8	3	6	2	TRUE	ue	om	back	V	o	-om / -em	haverom, partnerem	Poss.1Sg
omlettben	omlett	55	8570080167	7297	-1.192622194963714	0.9301594617947097	9	3	6	2	TRUE	oe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
paneljük	panel	55	8570080167	223571	-1.192622194963714	2.4164305848960708	8	3	5	2	TRUE	ae	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
stukkere	stukker	55	8570080167	2693	-1.192622194963714	0.4972514689535526	8	3	7	2	TRUE	ue	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
bankettnek	bankett	54	8570080167	10704	-1.2005911246349894	1.09656121596579	10	3	7	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
drukkertől	drukker	54	8570080167	34067	-1.2005911246349894	1.599349006057054	10	3	7	2	TRUE	ue	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
gólemről	gólem	54	8570080167	7937	-1.2005911246349894	0.9666714958476778	8	3	5	2	TRUE	óe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
havertől	haver	54	8570080167	165801	-1.2005911246349894	2.2866022611361054	8	3	5	2	TRUE	ae	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
hoszteszei	hosztesz	54	8570080167	2468	-1.2005911246349894	0.4593602709032462	10	4	8	2	FALSE	oe	ei	front	V	e	-ai / -ei	sameszai, partnerei	Pl.Poss.3Sg
mopedről	moped	54	8570080167	6981	-1.2005911246349894	0.9109327535484344	8	3	5	2	TRUE	oe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
ofszetet	ofszet	54	8570080167	4953	-1.2005911246349894	0.7618834435244982	8	3	6	2	TRUE	oe	et	front	V	e	-ot / -et / -öt	flóbertot, flóbertet/flőbörtöt	Acc
pamfletjei	pamflet	54	8570080167	4742	-1.2005911246349894	0.7429766651842116	10	4	7	2	TRUE	ae	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
pollenjük	pollen	54	8570080167	29350	-1.2005911246349894	1.5346232211256754	9	3	6	2	TRUE	oe	jük	front	C	NA	-juk / -jük	haverjuk, koncertjük	Poss.3Pl
rollered	roller	54	8570080167	22986	-1.2005911246349894	1.4284785179087636	8	3	6	2	TRUE	oe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
sublerrel	subler	54	8570080167	184	-1.2005911246349894	-0.6681670614484213	9	3	6	2	TRUE	ue	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
szovjetre	szovjet	54	8570080167	340921	-1.2005911246349894	2.59966886920045	9	3	7	2	TRUE	oe	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
fotelról	fotel	53	8570080167	70961	-1.2087090148571689	1.918034842594317	8	3	5	2	TRUE	oe	ról	back	C	NA	-ról / -ről	matekról, projektről	Del
partnerra	partner	53	8570080167	1270201	-1.2087090148571689	3.170887565855278	9	3	7	2	TRUE	ae	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
szovjetből	szovjet	53	8570080167	340921	-1.2087090148571689	2.59966886920045	10	3	7	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
traverzen	traverz	53	8570080167	1380	-1.2087090148571689	0.20689420194327868	9	3	7	2	TRUE	ae	en	front	V	e	-on / -en	panelon, koncerten	Supe
pasztellbe	pasztell	52	8570080167	22351	-1.2169815408231586	1.4163120740957438	10	3	8	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
púdered	púder	52	8570080167	19636	-1.2169815408231586	1.360068138969874	7	3	5	2	TRUE	úe	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
púderen	púder	52	8570080167	19636	-1.2169815408231586	1.360068138969874	7	3	5	2	TRUE	úe	en	front	V	e	-on / -en	panelon, koncerten	Supe
rollerben	roller	52	8570080167	22986	-1.2169815408231586	1.4284785179087636	9	3	6	2	TRUE	oe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
skanzentől	skanzen	52	8570080167	26458	-1.2169815408231586	1.4895721276614022	10	3	7	2	TRUE	ae	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
sóderban	sóder	52	8570080167	8264	-1.2169815408231586	0.9842054240536064	8	3	5	2	TRUE	óe	ban	back	C	NA	-ban / -ben	panelban, projektben	Ine
zsánerünk	zsáner	52	8570080167	16709	-1.2169815408231586	1.2899655745630536	9	3	6	2	TRUE	áe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
flaszterről	flaszter	51	8570080167	2419	-1.2254147083600215	0.45065098390392183	11	3	8	2	TRUE	ae	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
haveron	haver	51	8570080167	165801	-1.2254147083600215	2.2866022611361054	7	3	5	2	TRUE	ae	on	back	V	o	-on / -en	panelon, koncerten	Supe
mopedem	moped	51	8570080167	6981	-1.2254147083600215	0.9109327535484344	7	3	5	2	TRUE	oe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
pufferból	puffer	51	8570080167	21029	-1.2254147083600215	1.3898337365494366	9	3	6	2	TRUE	ue	ból	back	C	NA	-ból / -ből	matekból, modellből	Ela
raszterbe	raszter	51	8570080167	4403	-1.2254147083600215	0.7107638010015679	9	3	7	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
barternek	barter	50	8570080167	2631	-1.234014880121939	0.48713596362774514	9	3	6	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
charterben	charter	50	8570080167	9782	-1.234014880121939	1.0574427740273058	10	3	7	2	FALSE	ae	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
kartellből	kartell	50	8570080167	13348	-1.234014880121939	1.1924313135247973	10	3	7	2	TRUE	ae	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
lágere	láger	50	8570080167	14977	-1.234014880121939	1.242439945332364	6	3	5	2	TRUE	áe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
lágerrel	láger	50	8570080167	14977	-1.234014880121939	1.242439945332364	8	3	5	2	TRUE	áe	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
matekod	matek	50	8570080167	47606	-1.234014880121939	1.7446768078145567	7	3	5	2	TRUE	ae	od	back	V	o	-od / -ed	haverod, partnered	Poss.2Sg
mágnesünk	mágnes	50	8570080167	59860	-1.234014880121939	1.8441518280462148	9	3	6	2	TRUE	áe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
paneltól	panel	50	8570080167	223571	-1.234014880121939	2.4164305848960708	8	3	5	2	TRUE	ae	tól	back	C	NA	-tól / -től	havertól, hoteltől	Abl
puffernél	puffer	50	8570080167	21029	-1.234014880121939	1.3898337365494366	9	3	6	2	TRUE	ue	nél	front	C	NA	-nál / -nél	havernál, modellnél	Ade
traverzzel	traverz	50	8570080167	1380	-1.234014880121939	0.20689420194327868	10	3	7	2	TRUE	ae	vel	front	C	NA	-val / -vel	haverral, szoftverrel	Ins
ágensről	ágens	50	8570080167	17621	-1.234014880121939	1.3130456667326265	8	3	5	2	TRUE	áe	ről	front	C	NA	-ról / -ről	matekról, projektről	Del
farmerjei	farmer	49	8570080167	82647	-1.2427888044294442	1.984242209298364	9	4	6	2	TRUE	ae	jei	front	C	NA	-jai / -jei	haverjai, modelljei	Pl.Poss.3Sg
foteljeink	fotel	49	8570080167	70961	-1.2427888044294442	1.918034842594317	10	4	5	2	TRUE	oe	jeink	front	C	NA	-jaink / -jeink	haverjaink, projektjeink	Pl.Poss.1Pl
góleme	gólem	49	8570080167	7937	-1.2427888044294442	0.9666714958476778	6	3	5	2	TRUE	óe	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
hardverba	hardver	49	8570080167	133417	-1.2427888044294442	2.192226286470405	9	3	7	2	TRUE	ae	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
lágerré	láger	49	8570080167	14977	-1.2427888044294442	1.242439945332364	7	3	5	2	TRUE	áe	vé	front	C	NA	-vá / -vé	balekká, partnerré	Transl
pasztellre	pasztell	49	8570080167	22351	-1.2427888044294442	1.4163120740957438	10	3	8	2	TRUE	ae	re	front	C	NA	-ra / -re	panelra, koncertre	Subl
plakettnek	plakett	49	8570080167	13783	-1.2427888044294442	1.2063588716944174	10	3	7	2	TRUE	ae	nek	front	C	NA	-nak / -nek	havernak, projektnek	Dat
puffered	puffer	49	8570080167	21029	-1.2427888044294442	1.3898337365494366	8	3	6	2	TRUE	ue	ed	front	V	e	-od / -ed	haverod, partnered	Poss.2Sg
púderünk	púder	49	8570080167	19636	-1.2427888044294442	1.360068138969874	8	3	5	2	TRUE	úe	ünk	front	V	ü	-unk / -ünk	haverunk, partnerünk	Poss.1Pl
samesze	samesz	49	8570080167	2511	-1.2427888044294442	0.4668618282549646	7	3	6	2	TRUE	ae	e	front	V	e	-a / -e	samesza, partnere	Poss.3Sg
sóletben	sólet	49	8570080167	3255	-1.2427888044294442	0.5795661084462529	8	3	5	2	TRUE	óe	ben	front	C	NA	-ban / -ben	panelban, projektben	Ine
brókerem	bróker	48	8570080167	27705	-1.2517436470823706	1.509573270037965	8	3	6	2	TRUE	óe	em	front	V	e	-om / -em	haverom, partnerem	Poss.1Sg
duetten	duett	48	8570080167	25938	-1.2517436470823706	1.4809516014593376	7	3	5	2	TRUE	ue	en	front	V	e	-on / -en	panelon, koncerten	Supe
faternál	fater	48	8570080167	15751	-1.2517436470823706	1.2643232470451446	8	3	5	2	TRUE	ae	nál	back	C	NA	-nál / -nél	havernál, modellnél	Ade
kartellhez	kartell	48	8570080167	13348	-1.2517436470823706	1.1924313135247973	10	3	7	2	TRUE	ae	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
kupecok	kupec	48	8570080167	2393	-1.2517436470823706	0.4459578141554795	7	3	5	2	TRUE	ue	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
kábelok	kábel	48	8570080167	287412	-1.2517436470823706	2.5255200123429824	7	3	5	2	TRUE	áe	ok	back	V	o	-ok / -ek	haverok, projektek	Pl
noteszra	notesz	48	8570080167	13921	-1.2517436470823706	1.2106855490122028	8	3	6	2	TRUE	oe	ra	back	C	NA	-ra / -re	panelra, koncertre	Subl
omlettből	omlett	48	8570080167	7297	-1.2517436470823706	0.9301594617947097	9	3	6	2	TRUE	oe	ből	front	C	NA	-ból / -ből	matekból, modellből	Ela
pufferba	puffer	48	8570080167	21029	-1.2517436470823706	1.3898337365494366	8	3	6	2	TRUE	ue	ba	back	C	NA	-ba / -be	fotelba, projektbe	Ill
sallerral	saller	48	8570080167	7312	-1.2517436470823706	0.9310512982678172	9	3	6	2	FALSE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
totemje	totem	48	8570080167	6244	-1.2517436470823706	0.8624780099324221	7	3	5	2	TRUE	oe	je	front	C	NA	-ja / -je	haverja, modellje	Poss.3Sg
bakterral	bakter	47	8570080167	4460	-1.2608870265222405	0.716349974254184	9	3	6	2	TRUE	ae	val	back	C	NA	-val / -vel	haverral, szoftverrel	Ins
bukfencen	bukfenc	47	8570080167	9197	-1.2608870265222405	1.0306613020268856	9	3	7	2	TRUE	ue	en	front	V	e	-on / -en	panelon, koncerten	Supe
dublettek	dublett	47	8570080167	249	-1.2608870265222405	-0.5367855373622215	9	3	7	2	TRUE	ue	ek	front	V	e	-ok / -ek	haverok, projektek	Pl
hoszteszeink	hosztesz	47	8570080167	2468	-1.2608870265222405	0.4593602709032462	12	4	8	2	FALSE	oe	eink	front	V	e	-aink / -eink	bunkeraink, partnereink	Pl.Poss.1Pl
karcerbe	karcer	47	8570080167	215	-1.2608870265222405	-0.6005464245423525	8	3	6	2	TRUE	ae	be	front	C	NA	-ba / -be	fotelba, projektbe	Ill
konzervtől	konzerv	47	8570080167	49626	-1.2608870265222405	1.762724386751122	10	3	7	2	TRUE	oe	től	front	C	NA	-tól / -től	havertól, hoteltől	Abl
lágerhez	láger	47	8570080167	14977	-1.2608870265222405	1.242439945332364	8	3	5	2	TRUE	áe	hez	front	C	NA	-hoz / -hez	matekhoz, projekthez	All
maketté	makett	47	8570080167	42231	-1.2608870265222405	1.6926464808727033	7	3	6	2	TRUE	ae	vé	front	C	é	-vá / -vé	balekká, partnerré	Transl
parketton	parkett	47	8570080167	12893	-1.2608870265222405	1.1773690982060443	9	3	7	2	TRUE	ae	on	back	V	o	-on / -en	panelon, koncerten	Supe
pollenen	pollen	47	8570080167	29350	-1.2608870265222405	1.5346232211256754	8	3	6	2	TRUE	oe	en	front	V	e	-on / -en	panelon, koncerten	Supe
